Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,11100,Det@OKC 08:00PM ET,58.516,OKC
PG,Stephen Curry,10900,GS@Pho 09:30PM ET,53.750,GS
PF,Anthony Davis,10800,NO@LAC 10:30PM ET,47.083,NO
PF,DeMarcus Cousins,10600,Min@Sac 10:00PM ET,50.600,Sac
SF,Paul George,10200,Chi@Ind 08:00PM ET,47.464,Ind
SG,James Harden,10100,Phi@Hou 08:00PM ET,51.400,Hou
SF,LeBron James,9900,Cle@Cha 07:00PM ET,48.300,Cle
SF,Kevin Durant,9600,Det@OKC 08:00PM ET,46.900,OKC
PG,Rajon Rondo,9300,Min@Sac 10:00PM ET,42.641,Sac
PF,Blake Griffin,9100,NO@LAC 10:30PM ET,45.417,LAC
C,Andre Drummond,9100,Det@OKC 08:00PM ET,48.450,Det
PG,Chris Paul,8400,NO@LAC 10:30PM ET,38.021,LAC
SG,Eric Bledsoe,8400,GS@Pho 09:30PM ET,40.875,Pho
SF,Kawhi Leonard,8400,SA@Den 09:00PM ET,41.571,SA
PF,Kevin Love,8300,Cle@Cha 07:00PM ET,41.450,Cle
C,Hassan Whiteside,8300,Mia@NY 07:30PM ET,39.732,Mia
SF,Carmelo Anthony,8200,Mia@NY 07:30PM ET,40.563,NY
SG,Jimmy Butler,8200,Chi@Ind 08:00PM ET,38.346,Chi
PG,Brandon Knight,8200,GS@Pho 09:30PM ET,40.250,Pho
PG,John Wall,8100,Was@Bos 07:30PM ET,38.333,Was
PF,Paul Millsap,8000,Atl@Mem 08:00PM ET,41.868,Atl
PG,Isaiah Thomas,7700,Was@Bos 07:30PM ET,35.717,Bos
PF,Chris Bosh,7500,Mia@NY 07:30PM ET,36.214,Mia
PG,Kemba Walker,7500,Cle@Cha 07:00PM ET,35.150,Cha
PF,Draymond Green,7500,GS@Pho 09:30PM ET,37.297,GS
SF,Nicolas Batum,7300,Cle@Cha 07:00PM ET,34.617,Cha
C,Karl-Anthony Towns,7300,Min@Sac 10:00PM ET,33.683,Min
PF,Kristaps Porzingis,7300,Mia@NY 07:30PM ET,31.453,NY
C,Dwight Howard,7200,Phi@Hou 08:00PM ET,36.775,Hou
SF,Rudy Gay,7200,Min@Sac 10:00PM ET,31.867,Sac
C,Marc Gasol,7200,Atl@Mem 08:00PM ET,32.281,Mem
C,DeAndre Jordan,7200,NO@LAC 10:30PM ET,35.650,LAC
PG,Reggie Jackson,7200,Det@OKC 08:00PM ET,34.750,Det
C,Pau Gasol,7100,Chi@Ind 08:00PM ET,34.731,Chi
C,Greg Monroe,7100,Mil@Orl 07:00PM ET,36.983,Mil
SG,Andrew Wiggins,7100,Min@Sac 10:00PM ET,31.339,Min
SF,Danilo Gallinari,7000,SA@Den 09:00PM ET,32.500,Den
C,Jahlil Okafor,7000,Phi@Hou 08:00PM ET,33.453,Phi
SG,Dwyane Wade,6900,Mia@NY 07:30PM ET,30.673,Mia
PG,Mike Conley,6900,Atl@Mem 08:00PM ET,31.313,Mem
PG,Ricky Rubio,6900,Min@Sac 10:00PM ET,32.273,Min
SF,Giannis Antetokounmpo,6900,Mil@Orl 07:00PM ET,33.268,Mil
PF,LaMarcus Aldridge,6800,SA@Den 09:00PM ET,32.308,SA
C,Al Horford,6800,Atl@Mem 08:00PM ET,34.544,Atl
SG,Tyreke Evans,6800,NO@LAC 10:30PM ET,0,NO
PG,Jeff Teague,6700,Atl@Mem 08:00PM ET,33.143,Atl
PG,Kyrie Irving,6700,Cle@Cha 07:00PM ET,0,Cle
PF,Ryan Anderson,6600,NO@LAC 10:30PM ET,31.833,NO
C,Nikola Vucevic,6600,Mil@Orl 07:00PM ET,33.500,Orl
SG,Victor Oladipo,6600,Mil@Orl 07:00PM ET,30.423,Orl
SG,Bradley Beal,6600,Was@Bos 07:30PM ET,31.278,Was
SF,Evan Fournier,6600,Mil@Orl 07:00PM ET,29.467,Orl
C,Al Jefferson,6400,Cle@Cha 07:00PM ET,29.917,Cha
SG,Monta Ellis,6400,Chi@Ind 08:00PM ET,28.089,Ind
PG,Ish Smith,6400,NO@LAC 10:30PM ET,31.617,NO
PF,Serge Ibaka,6400,Det@OKC 08:00PM ET,29.250,OKC
SG,Klay Thompson,6400,GS@Pho 09:30PM ET,27.767,GS
SG,Avery Bradley,6400,Was@Bos 07:30PM ET,26.154,Bos
SG,Eric Gordon,6300,NO@LAC 10:30PM ET,30.100,NO
C,Jared Sullinger,6300,Was@Bos 07:30PM ET,29.150,Bos
PF,Zach Randolph,6200,Atl@Mem 08:00PM ET,29.167,Mem
C,Tim Duncan,6100,SA@Den 09:00PM ET,29.250,SA
SF,Tobias Harris,6100,Mil@Orl 07:00PM ET,30.633,Orl
PG,George Hill,6000,Chi@Ind 08:00PM ET,28.205,Ind
PG,Derrick Rose,6000,Chi@Ind 08:00PM ET,27.318,Chi
SF,Marcus Morris,6000,Det@OKC 08:00PM ET,28.250,Det
PF,Tristan Thompson,6000,Cle@Cha 07:00PM ET,24.200,Cle
PG,Elfrid Payton,6000,Mil@Orl 07:00PM ET,27.233,Orl
PG,Emmanuel Mudiay,6000,SA@Den 09:00PM ET,29.133,Den
PG,Mo Williams,5900,Cle@Cha 07:00PM ET,28.646,Cle
PF,Terrence Jones,5900,Phi@Hou 08:00PM ET,23.400,Hou
PF,Kenneth Faried,5800,SA@Den 09:00PM ET,27.962,Den
SG,Will Barton,5800,SA@Den 09:00PM ET,26.183,Den
SF,Otto Porter,5800,Was@Bos 07:30PM ET,25.563,Was
PF,Nerlens Noel,5800,Phi@Hou 08:00PM ET,26.536,Phi
SF,Trevor Ariza,5700,Phi@Hou 08:00PM ET,26.850,Hou
SF,Harrison Barnes,5700,GS@Pho 09:30PM ET,25.250,GS
SF,Jae Crowder,5700,Was@Bos 07:30PM ET,25.150,Bos
PF,Nikola Mirotic,5700,Chi@Ind 08:00PM ET,24.673,Chi
PF,Marvin Williams,5600,Cle@Cha 07:00PM ET,26.000,Cha
PG,Michael Carter-Williams,5600,Mil@Orl 07:00PM ET,25.225,Mil
SF,Wilson Chandler,5500,SA@Den 09:00PM ET,0,Den
PF,Markieff Morris,5500,GS@Pho 09:30PM ET,25.115,Pho
C,Marcin Gortat,5400,Was@Bos 07:30PM ET,27.063,Was
SF,Kent Bazemore,5400,Atl@Mem 08:00PM ET,25.396,Atl
SG,Khris Middleton,5400,Mil@Orl 07:00PM ET,25.167,Mil
C,Jusuf Nurkic,5400,SA@Den 09:00PM ET,0,Den
PG,Tony Parker,5300,SA@Den 09:00PM ET,24.483,SA
SF,Andre Iguodala,5300,GS@Pho 09:30PM ET,24.531,GS
SG,J.R. Smith,5300,Cle@Cha 07:00PM ET,21.042,Cle
SF,C.J. Miles,5200,Chi@Ind 08:00PM ET,25.045,Ind
C,Enes Kanter,5200,Det@OKC 08:00PM ET,24.563,OKC
SF,Jeff Green,5100,Atl@Mem 08:00PM ET,19.797,Mem
PG,Goran Dragic,5100,Mia@NY 07:30PM ET,23.321,Mia
SF,Robert Covington,5100,Phi@Hou 08:00PM ET,25.679,Phi
SG,Evan Turner,5000,Was@Bos 07:30PM ET,22.517,Bos
PG,T.J. McConnell,5000,Phi@Hou 08:00PM ET,24.391,Phi
PG,Dennis Schroder,5000,Atl@Mem 08:00PM ET,22.412,Atl
PF,Jordan Hill,4900,Chi@Ind 08:00PM ET,23.885,Ind
PG,Matthew Dellavedova,4900,Cle@Cha 07:00PM ET,21.036,Cle
PG,Tony Wroten,4900,Phi@Hou 08:00PM ET,0,Phi
C,Clint Capela,4900,Phi@Hou 08:00PM ET,20.383,Hou
SG,Kentavious Caldwell-Pope,4800,Det@OKC 08:00PM ET,22.300,Det
PG,Marcus Smart,4800,Was@Bos 07:30PM ET,23.278,Bos
PG,Zach LaVine,4800,Min@Sac 10:00PM ET,24.600,Min
SG,Jamal Crawford,4700,NO@LAC 10:30PM ET,19.900,LAC
C,Tyson Chandler,4700,GS@Pho 09:30PM ET,20.321,Pho
C,Andrew Bogut,4700,GS@Pho 09:30PM ET,23.425,GS
SF,Omri Casspi,4700,Min@Sac 10:00PM ET,22.781,Sac
SG,Jeremy Lamb,4600,Cle@Cha 07:00PM ET,23.429,Cha
PF,Donatas Motiejunas,4600,Phi@Hou 08:00PM ET,0,Hou
C,Nikola Jokic,4600,SA@Den 09:00PM ET,18.107,Den
SG,Kyle Korver,4500,Atl@Mem 08:00PM ET,21.400,Atl
C,Ian Mahinmi,4500,Chi@Ind 08:00PM ET,21.365,Ind
SG,Danny Green,4500,SA@Den 09:00PM ET,19.600,SA
SF,Thabo Sefolosha,4500,Atl@Mem 08:00PM ET,20.321,Atl
PG,Jeremy Lin,4500,Cle@Cha 07:00PM ET,21.100,Cha
C,Kosta Koufos,4500,Min@Sac 10:00PM ET,20.547,Sac
PF,Nemanja Bjelica,4500,Min@Sac 10:00PM ET,20.167,Min
PF,Jabari Parker,4500,Mil@Orl 07:00PM ET,15.917,Mil
SG,Manu Ginobili,4400,SA@Den 09:00PM ET,23.604,SA
SG,Arron Afflalo,4400,Mia@NY 07:30PM ET,19.594,NY
PG,Darren Collison,4400,Min@Sac 10:00PM ET,22.591,Sac
PG,Jerryd Bayless,4400,Mil@Orl 07:00PM ET,24.167,Mil
SF,Marcus Thornton,4400,Phi@Hou 08:00PM ET,20.154,Hou
PG,Jrue Holiday,4400,NO@LAC 10:30PM ET,22.773,NO
SG,Dion Waiters,4400,Det@OKC 08:00PM ET,21.172,OKC
PF,Ersan Ilyasova,4300,Det@OKC 08:00PM ET,18.183,Det
PF,Amir Johnson,4300,Was@Bos 07:30PM ET,19.450,Bos
SG,Marco Belinelli,4300,Min@Sac 10:00PM ET,20.188,Sac
C,Festus Ezeli,4300,GS@Pho 09:30PM ET,20.859,GS
SF,Jerami Grant,4300,Phi@Hou 08:00PM ET,21.875,Phi
SG,J.J. Redick,4200,NO@LAC 10:30PM ET,18.833,LAC
SF,Luol Deng,4200,Mia@NY 07:30PM ET,20.192,Mia
C,Joakim Noah,4200,Chi@Ind 08:00PM ET,19.875,Chi
PG,Ty Lawson,4200,Phi@Hou 08:00PM ET,19.417,Hou
C,Robin Lopez,4200,Mia@NY 07:30PM ET,21.391,NY
PG,Brandon Jennings,4200,Det@OKC 08:00PM ET,0,Det
C,Joffrey Lauvergne,4200,SA@Den 09:00PM ET,23.083,Den
SG,Kevin Martin,4100,Min@Sac 10:00PM ET,19.143,Min
PG,Mario Chalmers,4100,Atl@Mem 08:00PM ET,19.827,Mem
SG,Gary Harris,4100,SA@Den 09:00PM ET,18.850,Den
SF,Aaron Gordon,4100,Mil@Orl 07:00PM ET,19.800,Orl
PF,Kris Humphries,4000,Was@Bos 07:30PM ET,15.854,Was
PG,Jose Calderon,4000,Mia@NY 07:30PM ET,18.500,NY
PF,Taj Gibson,4000,Chi@Ind 08:00PM ET,17.673,Chi
PF,Darrell Arthur,4000,SA@Den 09:00PM ET,14.054,Den
SG,Langston Galloway,4000,Mia@NY 07:30PM ET,20.344,NY
C,Timofey Mozgov,4000,Cle@Cha 07:00PM ET,16.521,Cle
SF,Justise Winslow,4000,Mia@NY 07:30PM ET,16.768,Mia
PF,Nene Hilario,3900,Was@Bos 07:30PM ET,19.136,Was
SF,P.J. Tucker,3900,GS@Pho 09:30PM ET,16.483,Pho
SG,Rodney Stuckey,3900,Chi@Ind 08:00PM ET,18.278,Ind
PG,Isaiah Canaan,3900,Phi@Hou 08:00PM ET,18.938,Phi
C,Kelly Olynyk,3900,Was@Bos 07:30PM ET,17.339,Bos
SG,Tyler Johnson,3900,Mia@NY 07:30PM ET,16.712,Mia
PF,David West,3800,SA@Den 09:00PM ET,13.400,SA
PF,J.J. Hickson,3800,SA@Den 09:00PM ET,16.000,Den
SF,T.J. Warren,3800,GS@Pho 09:30PM ET,17.232,Pho
SG,Courtney Lee,3700,Atl@Mem 08:00PM ET,17.359,Mem
C,Lavoy Allen,3700,Chi@Ind 08:00PM ET,14.865,Ind
C,Gorgui Dieng,3700,Min@Sac 10:00PM ET,18.317,Min
PF,Cody Zeller,3700,Cle@Cha 07:00PM ET,17.308,Cha
C,Steven Adams,3700,Det@OKC 08:00PM ET,17.625,OKC
SF,Stanley Johnson,3700,Det@OKC 08:00PM ET,15.550,Det
PG,Jameer Nelson,3600,SA@Den 09:00PM ET,17.231,Den
PF,David Lee,3600,Was@Bos 07:30PM ET,14.333,Bos
SF,Matt Barnes,3600,Atl@Mem 08:00PM ET,17.797,Mem
PG,Aaron Brooks,3600,Chi@Ind 08:00PM ET,16.150,Chi
PG,Patrick Beverley,3600,Phi@Hou 08:00PM ET,11.500,Hou
SG,O.J. Mayo,3600,Mil@Orl 07:00PM ET,15.438,Mil
PG,Patty Mills,3600,SA@Den 09:00PM ET,17.050,SA
SG,Iman Shumpert,3600,Cle@Cha 07:00PM ET,0,Cle
PF,JaMychal Green,3600,Atl@Mem 08:00PM ET,15.313,Mem
SG,Hollis Thompson,3600,Phi@Hou 08:00PM ET,18.422,Phi
SG,Ben McLemore,3600,Min@Sac 10:00PM ET,13.016,Sac
SF,Paul Pierce,3500,NO@LAC 10:30PM ET,12.125,LAC
