Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
SG,James Harden,10200,Hou@NY 07:30PM ET,52.672,Hou
SF,Paul George,10100,Ind@LAL 09:30PM ET,47.333,Ind
PF,Blake Griffin,8900,Min@LAC 03:30PM ET,44.922,LAC
C,Andre Drummond,8900,Det@Bkn 06:00PM ET,47.156,Det
PG,Chris Paul,8700,Min@LAC 03:30PM ET,38.154,LAC
PG,Kyle Lowry,8500,Pho@Tor 06:00PM ET,42.469,Tor
SG,Eric Bledsoe,8300,Pho@Tor 06:00PM ET,40.700,Pho
SF,Carmelo Anthony,8000,Hou@NY 07:30PM ET,39.294,NY
PG,Brandon Knight,7900,Pho@Tor 06:00PM ET,39.750,Pho
PG,Isaiah Thomas,7500,Bos@Orl 06:00PM ET,35.672,Bos
PF,Kristaps Porzingis,7500,Hou@NY 07:30PM ET,31.412,NY
C,Dwight Howard,7400,Hou@NY 07:30PM ET,37.000,Hou
PG,Kemba Walker,7300,Mil@Cha 02:00PM ET,35.328,Cha
SG,Andrew Wiggins,7300,Min@LAC 03:30PM ET,31.450,Min
C,Brook Lopez,7100,Det@Bkn 06:00PM ET,37.350,Bkn
C,Marc Gasol,7100,Phi@Mem 06:00PM ET,31.853,Mem
C,DeAndre Jordan,7100,Min@LAC 03:30PM ET,35.000,LAC
SF,Nicolas Batum,7100,Mil@Cha 02:00PM ET,34.578,Cha
SG,DeMar DeRozan,7100,Pho@Tor 06:00PM ET,34.406,Tor
PG,Reggie Jackson,7000,Det@Bkn 06:00PM ET,34.594,Det
C,Karl-Anthony Towns,7000,Min@LAC 03:30PM ET,32.859,Min
PF,Thaddeus Young,6900,Det@Bkn 06:00PM ET,32.100,Bkn
C,Greg Monroe,6900,Mil@Cha 02:00PM ET,35.828,Mil
PG,Ricky Rubio,6900,Min@LAC 03:30PM ET,32.273,Min
SF,Giannis Antetokounmpo,6800,Mil@Cha 02:00PM ET,33.083,Mil
PG,Mike Conley,6700,Phi@Mem 06:00PM ET,31.250,Mem
C,Jahlil Okafor,6700,Phi@Mem 06:00PM ET,32.838,Phi
C,Nikola Vucevic,6600,Bos@Orl 06:00PM ET,32.538,Orl
SG,Victor Oladipo,6500,Bos@Orl 06:00PM ET,31.036,Orl
SG,Avery Bradley,6400,Bos@Orl 06:00PM ET,26.357,Bos
C,Jared Sullinger,6400,Bos@Orl 06:00PM ET,30.188,Bos
SF,Evan Fournier,6400,Bos@Orl 06:00PM ET,29.359,Orl
PF,Zach Randolph,6200,Phi@Mem 06:00PM ET,29.167,Mem
C,Al Jefferson,6200,Mil@Cha 02:00PM ET,29.547,Cha
SG,Monta Ellis,6200,Ind@LAL 09:30PM ET,28.467,Ind
SF,Tobias Harris,6100,Bos@Orl 06:00PM ET,30.688,Orl
SG,Kobe Bryant,6000,Ind@LAL 09:30PM ET,27.750,LAL
PG,Jarrett Jack,6000,Det@Bkn 06:00PM ET,31.214,Bkn
SF,Robert Covington,6000,Phi@Mem 06:00PM ET,30.375,Phi
PG,Elfrid Payton,6000,Bos@Orl 06:00PM ET,28.125,Orl
SF,DeMarre Carroll,5900,Pho@Tor 06:00PM ET,25.808,Tor
PG,George Hill,5900,Ind@LAL 09:30PM ET,28.063,Ind
PF,Julius Randle,5900,Ind@LAL 09:30PM ET,27.107,LAL
PF,Nerlens Noel,5800,Phi@Mem 06:00PM ET,26.536,Phi
SF,Trevor Ariza,5700,Hou@NY 07:30PM ET,26.453,Hou
SF,Marcus Morris,5700,Det@Bkn 06:00PM ET,28.047,Det
SF,Jae Crowder,5700,Bos@Orl 06:00PM ET,25.375,Bos
PF,Terrence Jones,5700,Hou@NY 07:30PM ET,22.955,Hou
C,Jonas Valanciunas,5700,Pho@Tor 06:00PM ET,26.714,Tor
PF,Marvin Williams,5500,Mil@Cha 02:00PM ET,25.750,Cha
PF,Markieff Morris,5500,Pho@Tor 06:00PM ET,24.554,Pho
SF,C.J. Miles,5400,Ind@LAL 09:30PM ET,24.854,Ind
SG,Khris Middleton,5400,Mil@Cha 02:00PM ET,25.578,Mil
PF,Luis Scola,5300,Pho@Tor 06:00PM ET,21.531,Tor
PG,Michael Carter-Williams,5300,Mil@Cha 02:00PM ET,24.023,Mil
SF,Joe Johnson,5200,Det@Bkn 06:00PM ET,24.633,Bkn
SF,Jeff Green,5100,Phi@Mem 06:00PM ET,19.882,Mem
PG,Zach LaVine,5100,Min@LAC 03:30PM ET,25.219,Min
SG,Evan Turner,5000,Bos@Orl 06:00PM ET,22.109,Bos
SG,Jordan Clarkson,5000,Ind@LAL 09:30PM ET,23.482,LAL
PF,Jordan Hill,4900,Ind@LAL 09:30PM ET,23.885,Ind
PG,Tony Wroten,4900,Phi@Mem 06:00PM ET,0,Phi
C,Clint Capela,4900,Hou@NY 07:30PM ET,20.984,Hou
PG,D'Angelo Russell,4900,Ind@LAL 09:30PM ET,22.518,LAL
C,Roy Hibbert,4800,Ind@LAL 09:30PM ET,24.196,LAL
PG,T.J. McConnell,4800,Phi@Mem 06:00PM ET,24.412,Phi
PG,Marcus Smart,4800,Bos@Orl 06:00PM ET,23.278,Bos
C,Ian Mahinmi,4700,Ind@LAL 09:30PM ET,22.357,Ind
SG,Kentavious Caldwell-Pope,4700,Det@Bkn 06:00PM ET,22.375,Det
SG,Rondae Hollis-Jefferson,4700,Det@Bkn 06:00PM ET,18.633,Bkn
SG,Jeremy Lamb,4600,Mil@Cha 02:00PM ET,23.367,Cha
C,Bismack Biyombo,4600,Pho@Tor 06:00PM ET,15.203,Tor
PF,Donatas Motiejunas,4600,Hou@NY 07:30PM ET,0,Hou
SG,Jamal Crawford,4500,Min@LAC 03:30PM ET,19.516,LAC
PG,Jerryd Bayless,4500,Mil@Cha 02:00PM ET,24.594,Mil
PF,Nemanja Bjelica,4500,Min@LAC 03:30PM ET,20.167,Min
C,Tyson Chandler,4400,Pho@Tor 06:00PM ET,19.133,Pho
SF,Jerami Grant,4400,Phi@Mem 06:00PM ET,22.250,Phi
PF,Jabari Parker,4400,Mil@Cha 02:00PM ET,15.650,Mil
PG,Jeremy Lin,4300,Mil@Cha 02:00PM ET,20.875,Cha
PG,Isaiah Canaan,4300,Phi@Mem 06:00PM ET,19.647,Phi
SG,J.J. Redick,4200,Min@LAC 03:30PM ET,19.519,LAC
SG,Arron Afflalo,4200,Hou@NY 07:30PM ET,18.667,NY
PF,Ersan Ilyasova,4200,Det@Bkn 06:00PM ET,17.922,Det
PF,Amir Johnson,4200,Bos@Orl 06:00PM ET,19.641,Bos
PG,Brandon Jennings,4200,Det@Bkn 06:00PM ET,0,Det
SF,T.J. Warren,4200,Pho@Tor 06:00PM ET,18.917,Pho
C,Robin Lopez,4100,Hou@NY 07:30PM ET,20.603,NY
SF,Marcus Thornton,4100,Hou@NY 07:30PM ET,19.286,Hou
SF,Aaron Gordon,4000,Bos@Orl 06:00PM ET,19.328,Orl
SG,Kevin Martin,3900,Min@LAC 03:30PM ET,18.200,Min
SF,Matt Barnes,3900,Phi@Mem 06:00PM ET,17.868,Mem
SG,Rodney Stuckey,3900,Ind@LAL 09:30PM ET,17.925,Ind
PG,Lou Williams,3900,Ind@LAL 09:30PM ET,20.357,LAL
PG,Jose Calderon,3900,Hou@NY 07:30PM ET,17.721,NY
PG,Mario Chalmers,3900,Phi@Mem 06:00PM ET,18.750,Mem
PG,Ty Lawson,3900,Hou@NY 07:30PM ET,18.766,Hou
C,Kelly Olynyk,3900,Bos@Orl 06:00PM ET,18.050,Bos
C,Gorgui Dieng,3900,Min@LAC 03:30PM ET,18.672,Min
C,Lavoy Allen,3800,Ind@LAL 09:30PM ET,15.911,Ind
SG,Langston Galloway,3800,Hou@NY 07:30PM ET,20.118,NY
PG,Cory Joseph,3800,Pho@Tor 06:00PM ET,18.547,Tor
PF,Cody Zeller,3800,Mil@Cha 02:00PM ET,17.107,Cha
SF,P.J. Tucker,3700,Pho@Tor 06:00PM ET,15.703,Pho
SG,Courtney Lee,3700,Phi@Mem 06:00PM ET,17.603,Mem
PG,Patrick Beverley,3700,Hou@NY 07:30PM ET,12.611,Hou
SG,Hollis Thompson,3700,Phi@Mem 06:00PM ET,18.515,Phi
PF,David Lee,3600,Bos@Orl 06:00PM ET,14.938,Bos
PF,Josh Smith,3600,Min@LAC 03:30PM ET,16.078,LAC
SG,O.J. Mayo,3600,Mil@Cha 02:00PM ET,15.350,Mil
PF,JaMychal Green,3600,Phi@Mem 06:00PM ET,15.721,Mem
SF,Stanley Johnson,3600,Det@Bkn 06:00PM ET,15.109,Det
SF,Tony Allen,3500,Phi@Mem 06:00PM ET,16.809,Mem
PG,Greivis Vasquez,3500,Mil@Cha 02:00PM ET,17.047,Mil
PF,Patrick Patterson,3500,Pho@Tor 06:00PM ET,13.531,Tor
SF,Paul Pierce,3400,Min@LAC 03:30PM ET,11.883,LAC
SF,Corey Brewer,3400,Hou@NY 07:30PM ET,13.984,Hou
SG,Nick Young,3400,Ind@LAL 09:30PM ET,14.857,LAL
SF,Bojan Bogdanovic,3400,Det@Bkn 06:00PM ET,15.133,Bkn
C,Dewayne Dedmon,3400,Bos@Orl 06:00PM ET,13.679,Orl
SG,Nik Stauskas,3400,Phi@Mem 06:00PM ET,17.333,Phi
PF,Channing Frye,3300,Bos@Orl 06:00PM ET,13.182,Orl
SF,Chase Budinger,3300,Ind@LAL 09:30PM ET,11.483,Ind
PF,John Henson,3300,Mil@Cha 02:00PM ET,14.938,Mil
SG,Austin Rivers,3300,Min@LAC 03:30PM ET,14.969,LAC
PG,Shane Larkin,3300,Det@Bkn 06:00PM ET,17.117,Bkn
SF,Mirza Teletovic,3300,Pho@Tor 06:00PM ET,13.344,Pho
SF,Metta World Peace,3200,Ind@LAL 09:30PM ET,12.500,LAL
PF,Brandon Bass,3200,Ind@LAL 09:30PM ET,13.442,LAL
