Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PF,DeMarcus Cousins,11200,Sac@Bos 01:00PM ET,51.049,Sac
PG,Chris Paul,9400,LAC@Mia 02:00PM ET,42.356,LAC
PF,Blake Griffin,8600,LAC@Mia 02:00PM ET,43.567,LAC
SF,Carmelo Anthony,8500,Den@NY 01:00PM ET,38.995,NY
PG,Rajon Rondo,8000,Sac@Bos 01:00PM ET,40.698,Sac
PF,Paul Millsap,7900,Atl@Orl 01:00PM ET,39.490,Atl
C,DeAndre Jordan,7800,LAC@Mia 02:00PM ET,36.844,LAC
PG,Isaiah Thomas,7500,Sac@Bos 01:00PM ET,37.197,Bos
C,Hassan Whiteside,7400,LAC@Mia 02:00PM ET,35.605,Mia
C,Nikola Vucevic,7300,Atl@Orl 01:00PM ET,35.592,Orl
SG,Dwyane Wade,7200,LAC@Mia 02:00PM ET,32.964,Mia
PF,Chris Bosh,7100,LAC@Mia 02:00PM ET,35.314,Mia
PF,Kristaps Porzingis,7000,Den@NY 01:00PM ET,30.591,NY
SF,Danilo Gallinari,6900,Den@NY 01:00PM ET,32.706,Den
SG,Victor Oladipo,6900,Atl@Orl 01:00PM ET,29.711,Orl
SF,Rudy Gay,6800,Sac@Bos 01:00PM ET,31.883,Sac
C,Al Horford,6600,Atl@Orl 01:00PM ET,33.034,Atl
C,Nikola Jokic,6500,Den@NY 01:00PM ET,22.872,Den
PG,Jeff Teague,6000,Atl@Orl 01:00PM ET,28.821,Atl
SF,Jae Crowder,5800,Sac@Bos 01:00PM ET,28.053,Bos
SG,Will Barton,5700,Den@NY 01:00PM ET,29.250,Den
PF,Kenneth Faried,5600,Den@NY 01:00PM ET,27.801,Den
SF,Tobias Harris,5600,Atl@Orl 01:00PM ET,28.485,Orl
PG,Emmanuel Mudiay,5600,Den@NY 01:00PM ET,25.764,Den
SF,Wilson Chandler,5500,Den@NY 01:00PM ET,0,Den
SG,Avery Bradley,5500,Sac@Bos 01:00PM ET,25.197,Bos
PF,Aaron Gordon,5500,Atl@Orl 01:00PM ET,19.068,Orl
SG,Evan Turner,5400,Sac@Bos 01:00PM ET,23.596,Bos
PG,Goran Dragic,5400,LAC@Mia 02:00PM ET,25.780,Mia
C,Robin Lopez,5300,Den@NY 01:00PM ET,21.962,NY
SF,Kent Bazemore,5200,Atl@Orl 01:00PM ET,25.346,Atl
SF,Omri Casspi,5200,Sac@Bos 01:00PM ET,24.850,Sac
SG,Arron Afflalo,5100,Den@NY 01:00PM ET,22.861,NY
C,Willie Cauley-Stein,5100,Sac@Bos 01:00PM ET,17.063,Sac
SG,Langston Galloway,5000,Den@NY 01:00PM ET,18.406,NY
C,Jared Sullinger,5000,Sac@Bos 01:00PM ET,26.544,Bos
PG,Elfrid Payton,5000,Atl@Orl 01:00PM ET,25.794,Orl
PG,Marcus Smart,5000,Sac@Bos 01:00PM ET,23.540,Bos
