Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
PG,Russell Westbrook,11200,NO@OKC 08:00PM ET,53.665,OKC
SF,Kevin Durant,10400,NO@OKC 08:00PM ET,49.283,OKC
PG,John Wall,10000,Was@Mil 08:00PM ET,45.930,Was
PF,Anthony Davis,9700,NO@OKC 08:00PM ET,46.250,NO
SF,Giannis Antetokounmpo,7100,Was@Mil 08:00PM ET,32.279,Mil
C,Greg Monroe,7000,Was@Mil 08:00PM ET,35.863,Mil
SG,Khris Middleton,6900,Was@Mil 08:00PM ET,31.033,Mil
PG,Jrue Holiday,6800,NO@OKC 08:00PM ET,28.961,NO
SG,Tyreke Evans,6800,NO@OKC 08:00PM ET,34.210,NO
C,Marcin Gortat,6700,Was@Mil 08:00PM ET,32.199,Was
SG,Bradley Beal,6500,Was@Mil 08:00PM ET,30.216,Was
PG,Michael Carter-Williams,5900,Was@Mil 08:00PM ET,29.604,Mil
PF,Ryan Anderson,5700,NO@OKC 08:00PM ET,28.709,NO
SF,Otto Porter,5500,Was@Mil 08:00PM ET,25.733,Was
PG,Norris Cole,5400,NO@OKC 08:00PM ET,20.118,NO
PF,Serge Ibaka,5300,NO@OKC 08:00PM ET,27.222,OKC
C,Enes Kanter,5100,NO@OKC 08:00PM ET,23.259,OKC
PF,Jabari Parker,5000,Was@Mil 08:00PM ET,20.995,Mil
SG,Eric Gordon,4600,NO@OKC 08:00PM ET,24.537,NO
SG,Dion Waiters,4600,NO@OKC 08:00PM ET,18.604,OKC
SF,Jared Dudley,4500,Was@Mil 08:00PM ET,19.357,Was
PG,Jerryd Bayless,4400,Was@Mil 08:00PM ET,21.564,Mil
C,Steven Adams,4300,NO@OKC 08:00PM ET,18.975,OKC
SG,Garrett Temple,4200,Was@Mil 08:00PM ET,16.797,Was
PF,Nene Hilario,4100,Was@Mil 08:00PM ET,17.839,Was
SG,O.J. Mayo,4000,Was@Mil 08:00PM ET,19.108,Mil
PF,John Henson,3900,Was@Mil 08:00PM ET,17.048,Mil
PG,Ramon Sessions,3800,Was@Mil 08:00PM ET,18.445,Was
SG,Bryce Dejean-Jones,3700,NO@OKC 08:00PM ET,14.025,NO
PG,Cameron Payne,3500,NO@OKC 08:00PM ET,12.319,OKC
PG,Greivis Vasquez,3400,Was@Mil 08:00PM ET,17.047,Mil
C,Omer Asik,3300,NO@OKC 08:00PM ET,12.841,NO
C,Miles Plumlee,3300,Was@Mil 08:00PM ET,7.969,Mil
SG,Gary Neal,3200,Was@Mil 08:00PM ET,15.306,Was
SF,Alonzo Gee,3200,NO@OKC 08:00PM ET,11.348,NO
PF,Kris Humphries,3100,Was@Mil 08:00PM ET,13.688,Was
SF,Dante Cunningham,3100,NO@OKC 08:00PM ET,10.827,NO
SF,Kyle Singler,3100,NO@OKC 08:00PM ET,6.863,OKC
C,Nick Collison,3000,NO@OKC 08:00PM ET,7.802,OKC
SG,Alan Anderson,3000,Was@Mil 08:00PM ET,0,Was
PF,Drew Gooden,3000,Was@Mil 08:00PM ET,10.274,Was
SF,Steve Novak,3000,NO@OKC 08:00PM ET,2.708,OKC
PF,Chris Copeland,3000,Was@Mil 08:00PM ET,3.542,Mil
C,Kendrick Perkins,3000,NO@OKC 08:00PM ET,5.825,NO
PG,Toney Douglas,3000,NO@OKC 08:00PM ET,12.225,NO
SG,Anthony Morrow,3000,NO@OKC 08:00PM ET,8.734,OKC
PG,D.J. Augustin,3000,NO@OKC 08:00PM ET,9.463,OKC
SF,Quincy Pondexter,3000,NO@OKC 08:00PM ET,0,NO
C,DeJuan Blair,3000,Was@Mil 08:00PM ET,5.759,Was
C,Alexis Ajinca,3000,NO@OKC 08:00PM ET,11.429,NO
SF,Luke Babbitt,3000,NO@OKC 08:00PM ET,7.902,NO
SG,Andre Roberson,3000,NO@OKC 08:00PM ET,13.239,OKC
SG,Jarell Eddie,3000,Was@Mil 08:00PM ET,5.196,Was
SF,Josh Huestis,3000,NO@OKC 08:00PM ET,0,OKC
PF,Johnny O'Bryant,3000,Was@Mil 08:00PM ET,8.527,Mil
PF,Mitch McGary,3000,NO@OKC 08:00PM ET,2.589,OKC
PG,Tyler Ennis,3000,Was@Mil 08:00PM ET,5.667,Mil
SF,Damien Inglis,3000,Was@Mil 08:00PM ET,3.094,Mil
SF,Kelly Oubre Jr.,3000,Was@Mil 08:00PM ET,7.964,Was
SG,Rashad Vaughn,3000,Was@Mil 08:00PM ET,5.611,Mil
